INDEX,JOURNAL,ISSN,2013/2014,2012,2011,2010,2009,2008
6750,National Academy Science Letters-India,0250541X,0.24,0.067,0.211,0.164,0.173,0.132
6751,National Medical Journal Of India,0970258X,0,0.908,0.595,0.541,0.685,0.911
6752,Nature,00280836,42.351,38.597,36.28,36.101,34.48,31.434
6753,Naturwissenschaften,00281042,1.971,2.144,2.278,2.25,2.316,2.126
6754,Nautilus,00281344,0.279,0.458,0.574,0.481,0.5,0.286
6755,Naval Architect,03060209,0,0,0.005,0.005,0,0.001
6756,Naval Engineers Journal,00281425,0.084,0.105,0.139,0.138,0.214,0.098
6757,Naval Research Logistics,0894069X,0.563,0.692,1.038,0.982,0.847,0.735
6758,Ndt & E International,09638695,1.717,1.744,1.477,1.446,1.323,1.198
6759,Near Surface Geophysics,15694445,1.01,1.123,0.945,0.989,0.838,0.805
6760,Nec Technical Journal,18805884,0,0,0.095,0.071,0.144,0.189
6761,Nefrologia,02116995,1.442,1.274,1,0.738,0.533,0.674
6762,Nematology,13885545,1.247,0.914,0.911,0.962,0.937,0.877
6763,Nematropica,00995444,0.3,0.321,0.652,0.302,0.426,0.245
6764,Neonatology,16617800,2.369,2.573,2.656,2.289,1.984,1.920
6765,Neoplasia,15228002,5.398,5.47,5.946,5.476,5.025,5.191
6766,Neoplasma,00282685,1.642,1.574,1.44,1.449,1.192,1.179
6767,Neotropical Entomology,1519566X,0.85,0.675,0.603,0.646,0.586,0.460
6768,Neotropical Ichthyology,16796225,0.766,1.048,1.064,0.774,0.985,0.856
6769,Nephrology Dialysis Transplantation,09310509,3.488,3.371,3.396,3.564,3.306,3.568
6770,Nephrology Nursing Journal,1526744X,0.765,0,0,0,0,0
6771,Nephrologie & Therapeutique,17697255,0.553,0.504,0.465,0.345,0.436,0
6772,Nephrology,13205358,1.864,1.688,1.311,1.172,1.219,1.215
6773,Nephron Clinical Practice,16602110,0,1.652,2.038,1.843,1.606,1.715
6774,Nephron Experimental Nephrology,16602129,1.649,2.013,1.857,2.743,2.012,1.596
6775,Nephron Physiology,16602137,1.545,1.571,2.548,2.465,2.528,1.937
6776,Nervenarzt,00282804,0.862,0.804,0.681,0.729,0.776,0.814
6777,Nervenheilkunde,07221541,0,0.281,0.208,0.368,0.416,0.373
6778,Netherlands Heart Journal,15685888,2.263,1.411,1.438,1.447,0,0
6779,Netherlands Journal Of Geosciences-Geologie En Mijnbouw,00167746,0.82,0.886,0.963,0.75,0.655,0.750
6780,Netherlands Journal Of Medicine,03002977,2.211,2.383,2.072,1.842,1.503,1.541
6781,Networks and Heterogeneous Media,15561801,0.952,0.884,0.658,0.909,1.438,1.548
6782,Networks & Spatial Economics,1566113X,1.803,1.226,1.019,0.94,1.341,0.718
6783,Network-Computation In Neural Systems,0954898X,0.5,0.333,1.533,0.957,1.536,1.333
6784,Networks,00283045,0.739,0.645,0.983,0.991,1.213,0.608
6785,Neues Jahrbuch Fur Geologie Und Palaontologie-Abhandlungen,00777749,0.541,0.923,0.762,0.663,0.622,0.423
6786,Neues Jahrbuch Fur Geologie Und Palaontologie-Monatshefte,00283630,0,0,0,0,0,0
6787,Neues Jahrbuch Fur Mineralogie-Abhandlungen,00777757,0.857,0.755,0.7,0.407,0.483,0.390
6788,Neural Computing & Applications,09410643,1.763,1.168,0.699,0.563,0.812,0.767
6789,Neural Computation,08997667,1.694,1.76,1.884,2.29,2.175,2.378
6790,Neural Development,17498104,3.372,3.549,3.703,3.395,3.387,0
6791,Neural Network World,12100552,0.412,0.362,0.646,0.511,0.475,0.395
6792,Neural Networks,08936080,2.076,1.927,2.182,1.955,1.879,2.656
6793,Neural Plasticity,20905904,3.608,2.864,2,0,0,0
6794,Neural Processing Letters,13704621,1.237,1.24,0.75,1.088,1.015,0.942
6795,Neural Regeneration Research,16735374,0.234,0.144,0.216,0.18,0,0
6796,Neuro-Oncology,15228517,5.286,6.18,5.723,5.483,4.984,5.000
6797,Neuro-Ophthalmology,01658107,0,0.184,0.256,0.306,0.161,0.111
6798,Neurobiology Of Aging,01974580,4.853,6.166,6.189,6.634,5.937,5.959
6799,Neurobiology Of Disease,09699961,5.202,5.624,5.403,5.121,4.518,4.852
6800,Neurobiology Of Learning And Memory,10747427,4.035,3.327,3.419,3.701,3.479,3.757
6801,Neurocase,13554794,1.381,1.05,1.114,1.069,0.97,0.918
6802,Neurochemistry International,01970186,2.65,2.659,2.857,3.601,3.541,3.228
6803,Neurochemical Journal,18197124,0.193,0.235,0.291,0.151,0.064,0
6804,Neurochemical Research,03643190,2.551,2.125,2.24,2.608,2.722,2.260
6805,Neurochirurgie,00283770,0.466,0.319,0.343,0.408,0.451,0.355
6806,Neurocirugia,11301473,0.322,0.343,0.54,0.366,0.247,0.277
6807,Neurocomputing,09252312,2.005,1.634,1.58,1.429,1.44,1.234
6808,Neurocritical Care,15416933,2.604,3.038,2.467,2.353,2.126,1.703
6809,Neurodegenerative Diseases,16602854,3.454,3.41,3.056,3.791,3.496,2.989
6810,Neuroendocrinology Letters,0172780X,0.935,0.932,1.296,1.621,1.047,1.359
6811,Neuroendocrinology,00283835,4.934,3.537,2.376,3.272,3.074,2.913
6812,Neuroepidemiology,02515350,2.476,2.37,2.305,2.482,2.375,1.737
6813,Neuroethics,18745490,1.043,0.738,0.917,1.364,0,0
6814,Neuroforum,09470875,0,0,0.043,0.083,0,0
6815,Neurogastroenterology And Motility,13501925,3.424,2.935,3.414,3.349,3.568,3.480
6816,Neurogenetics,13646745,2.658,3.575,3.354,3.488,3.486,3.000
6817,Neuroimaging Clinics Of North America,10525149,1.289,1.204,1.506,1.42,1.538,1.532
6818,Neuroimage,10538119,6.132,6.252,5.895,5.932,5.739,5.694
6819,Neuroimmunomodulation,10217401,1.779,1.835,2.383,2.642,2.034,1.212
6820,Neuroinformatics,15392791,3.102,3.136,2.973,3.027,3.054,2.889
6821,Neurology Asia,18236138,0.244,0.147,0.186,0.531,0,0
6822,Neurologic Clinics,07338619,1.607,1.342,2.336,2.533,2.508,2.560
6823,Neurologia Croatica,03538842,0,0,0.174,0.125,0.077,0.069
6824,Neurology India,00283886,1.084,1.044,0.956,0.834,0.796,1.095
6825,Neurologia Medico-Chirurgica,04708105,0.649,0.493,0.609,0.677,0.733,0.734
6826,Neurologia i Neurochirurgia Polska,00283843,0.537,0.486,0.433,0.451,0.448,0
6827,Neurology Psychiatry And Brain Research,09419500,0,0,0,0.1,0.125,0.147
6828,Neurological Research,01616412,1.449,1.182,1.522,1.621,1.277,1.634
6829,Neurological Sciences,15901874,1.495,1.412,1.315,1.22,1.12,1.435
6830,Neurological Surgery,03012603,0,0,0,0,0.131,0.131
6831,Neurologia,02134853,1.352,1.322,0.79,0.589,0.596,0.933
6832,Neurologist,10747931,1.078,1.475,1.261,1.881,2.211,2.083
6833,Neurology,00283878,8.303,8.249,8.312,8.017,8.172,7.043
6834,Neuromodulation,10947159,1.785,1.19,1.186,1.057,0.953,0.987
6835,Neuromolecular Medicine,15351084,3.885,4.492,5,4.657,2.831,2.631
6836,Neuromuscular Disorders,09608966,3.134,3.464,2.797,2.764,2.977,2.932
6837,Neuron Glia Biology,1740925X,6.636,0,1.339,2.611,1.938,0.937
6838,Neuron,08966273,15.982,15.766,14.736,14.027,13.26,14.170
6839,Neuropathology And Applied Neurobiology,03051846,4.97,4.837,3.802,3.625,3.495,3.660
6840,Neuropathology,09196544,1.796,1.909,2.022,1.605,1.861,1.727
6841,Neuropediatrics,0174304X,1.104,1.192,0.937,0.975,1.377,1.216
6842,Neuropeptides,01434179,2.546,2.067,1.553,1.917,2.036,2.438
6843,Neuropharmacology,00283908,4.819,4.114,4.814,4.677,3.909,3.383
6844,Neurophysiologie Clinique-Clinical Neurophysiology,09877053,1.463,2.553,1.98,1.693,1.169,1.160
6845,Neurophysiology,00902977,0.174,0.384,0.468,0.279,0,0
6846,Neuropsychiatric Disease and Treatment,11766328,2.154,2,1.809,0,0,0
6847,Neuropsychiatrie,09486259,0,0,0,0,1.381,1.420
6848,Neuropsychiatry,17582008,0.615,0.486,0,0,0,0
6849,Neuropsychobiology,0302282X,2.303,2.371,2.675,2.567,2.147,1.752
6850,Neuropsychological Rehabilitation,09602011,2.068,2.011,1.717,1.731,1.879,1.667
6851,Neuropsychology Review,10407308,5.4,6.42,6.618,4.231,5.231,3.349
6852,Neuropsychologia,00283932,3.451,3.477,3.636,3.949,4.345,4.074
6853,Neuropsychology,08944105,3.425,3.579,3.816,3.176,2.949,3.201
6854,Neuropsychopharmacology,0893133X,7.833,8.678,7.991,6.685,6.993,6.835
6855,Neuroquantology,13035150,0.439,0.378,0.559,0.697,0,0
6856,Neuroradiology,00283940,2.374,2.7,2.824,2.87,2.616,2.029
6857,Neurorehabilitation And Neural Repair,15459683,4.617,4.278,4.495,3.772,5.398,3.618
6858,Neurorehabilitation,10538135,1.736,1.417,1.635,0,0,0
6859,Neuroreport,09594965,1.644,1.404,1.656,1.822,1.805,1.904
6860,Neuroscience And Biobehavioral Reviews,01497634,10.284,9.44,8.65,9.015,7.791,7.804
6861,Neuroscience Bulletin,16737067,1.832,1.365,1.311,0,0,0
6862,Neuroscience Letters,03043940,2.055,2.026,2.105,2.055,1.925,2.200
6863,Neuroscience Research,01680102,2.145,2.204,2.25,2.096,2.144,2.473
6864,Neuroscience,03064522,3.327,3.122,3.38,3.215,3.292,3.556
6865,Neurosciences,13196138,0.391,0.317,0.121,0.102,0.112,0.126
6866,Neuroscientist,10738584,7.618,5.633,4.568,4.577,6.079,5.896
6867,Neurosignals,1424862X,4.026,2.561,2.111,3.967,5.75,2.273
6868,Neurosurgery Clinics Of North America,10423680,1.542,1.904,1.758,1.477,1.732,1.158
6869,Neurosurgical Focus,10920684,2.135,2.487,2.867,2.348,0,0
6870,Neurosurgery Quarterly,10506438,0,0.089,0.103,0.116,0.173,0.095
6871,Neurosurgical Review,03445607,1.861,1.972,2.036,2.259,1.897,1.727
6872,Neurosurgery,0148396X,3.031,2.532,2.785,3.298,2.862,3.398
6873,Neurotherapeutics,19337213,3.883,5.904,6.008,6.084,5.381,0
6874,Neurotoxicity Research,10298428,3.151,2.865,3.514,3.015,2.439,2.828
6875,Neurotoxicology And Teratology,08920362,3.224,3.181,2.983,2.622,3.274,2.740
6876,Neurotoxicology,0161813X,3.054,2.652,3.096,2.921,2.918,2.409
6877,Neurourology And Urodynamics,07332467,2.458,2.674,2.958,2.903,2.693,2.733
6878,New Astronomy Reviews,13876473,6.722,1.821,1.321,1.922,1.299,1.000
6879,New Astronomy,13841076,1.244,1.85,1.411,1.632,1.675,1.784
6880,New Biotechnology,18716784,2.106,1.706,2.756,1.843,2,0
6881,New Carbon Materials,10078827,1.308,0.981,0.914,0.888,0,0
6882,New Diamond And Frontier Carbon Technology,13449931,0,0,0,0,0.739,0.500
6883,New England Journal Of Medicine,00284793,54.42,51.658,53.298,53.484,47.05,50.017
6884,New Forests,01694286,1.783,1.636,1.184,0.915,0.728,0.845
6885,New Generation Computing,02883635,0.594,0.795,0.941,0.412,0.364,0.200
6886,New Genetics And Society,14636778,0.796,1.135,0.902,0.765,0.682,0.639
6887,New Journal Of Chemistry,11440546,3.159,2.966,2.605,2.631,3.006,2.942
6888,New Journal Of Physics,13672630,3.673,4.063,4.177,3.849,3.312,3.440
6889,New Medit,15945685,0.312,0.203,0.099,0.101,0,0
6890,New Microbiologica,11217138,1.603,1.667,1,0.688,0.947,0.912
6891,New Phytologist,14698137,6.373,6.736,6.645,6.516,6.033,5.178
6892,New Review of Hypermedia and Multimedia,13614568,0.296,0.259,0.577,0.65,0,0
6893,New Scientist,02624079,0.379,0.328,0.313,0.311,0.333,0.226
6894,New York Journal of Mathematics,10769803,0.418,0.439,0,0,0,0
6895,New Zealand Journal Of Agricultural Research,00288233,0.679,0.839,0.853,0.67,0.515,0.318
6896,New Zealand Journal Of Botany,0028825X,0.625,0.622,0.745,0.846,0.831,0.685
6897,New Zealand Journal Of Crop And Horticultural Science,01140671,0.271,0.481,0.544,0.247,0.481,0.303
6898,New Zealand Journal Of Ecology,01106465,1.086,1.824,1.778,1.286,1.106,0.862
6899,New Zealand Journal Of Geology And Geophysics,00288306,1.492,0.475,0.741,1.312,1.167,0.620
6900,New Zealand Journal Of Marine And Freshwater Research,00288330,0.678,0.882,0.991,0.687,0.692,0.600
6901,New Zealand Journal Of Zoology,03014223,0.745,0.889,0.919,0.629,0.845,0.608
6902,New Zealand Veterinary Journal,00480169,1.219,1.057,0.887,1.136,1.205,0.890
6903,Newsletters On Stratigraphy,00780421,2.526,2.429,1.143,2.2,1.1,0.333
6904,Nexus Network Journal,15905896,0.159,0.079,0.07,0.06,0,0
6905,Nicotine & Tobacco Research,14622203,2.805,2.477,2.579,2.801,2.557,2.539
6906,Nigerian Journal of Clinical Practice,11193077,0.414,0.263,0.192,0.168,0,0
6907,Nihon Reoroji Gakkaishi,03871533,0.607,0.625,0.438,0.261,0.357,0.528
6908,Nippon Suisan Gakkaishi,00215392,0.148,0.144,0.11,0.121,0.165,0.135
6909,Nitric Oxide-Biology And Chemistry,10898603,3.18,3.265,3.548,3.384,2.506,2.650
6910,Njas-Wageningen Journal Of Life Sciences,15735214,1.143,1.25,0.96,0.54,0.491,0.857
6911,Nmr In Biomedicine,09523480,3.559,3.446,3.214,3.064,3.099,4.329
6912,Nobel Medicus,13052381,0.091,0.039,0.036,0.056,0.054,0
6913,Nodea-Nonlinear Differential Equations And Applications,10219722,0.971,0.671,0.538,0.77,0.67,0.424
6914,Noise Control Engineering Journal,07362501,0.462,0.315,0.223,0.245,0.138,0.167
6915,Noise & Health,14631741,1.43,1.648,1.254,0.739,0,0
6916,Nondestructive Testing And Evaluation,10589759,0.943,0.667,0.827,0.771,0.628,0.161
6917,Nonlinear Analysis-Hybrid Systems,1751570X,1.789,1.685,0,0,0,0
6918,Nonlinear Analysis-Modelling and Control,13925113,0.914,0.861,0.686,0.4,0,0
6919,Nonlinear Analysis-Real World Applications,14681218,2.338,2.201,2.043,2.138,2.381,1.778
6920,Nonlinear Analysis-Theory Methods & Applications,0362546X,1.612,1.64,1.536,1.279,1.487,1.295
6921,Nonlinear Dynamics,0924090X,2.419,3.009,1.247,1.741,1.658,1.295
6922,Nonlinear Oscillations,15360059,0.279,0.085,0.164,0.158,0,0
6923,Nonlinear Processes In Geophysics,10235809,1.692,1.409,1.597,1.3,1.152,1.022
6924,Nonlinearity,09517715,1.2,1.602,1.386,1.468,1.258,1.359
6925,Nordic Journal Of Botany,0107055X,0.844,0.595,0.551,0.761,0.868,0.194
6926,Nordic Journal Of Psychiatry,08039488,1.5,1.221,0.983,0.88,0.992,0.779
6927,Nordic Pulp & Paper Research Journal,02832631,0.682,1.071,0.655,0.675,0.854,0.768
6928,Noropsikiyatri Arsivi-Archives of Neuropsychiatry,13000667,0.132,0.221,0.165,0,0,0
6929,Northern Journal Of Applied Forestry,07426348,0.638,0.5,0.435,0.632,0.464,0.527
6930,North-Western Journal of Zoology,15849074,0.7,0.706,0.747,0.659,0.817,0
6931,Northeastern Naturalist,10926194,0.361,0.362,0,0.566,0.5,0.500
6932,Northwest Science,0029344X,0.972,0.512,0.347,0.378,0.512,0.424
6933,Norwegian Journal Of Geology,0029196X,1.25,0.875,1.314,0.809,1.426,0.548
6934,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,0255965X,0.476,0.59,0.652,0.463,0,0
6935,Notarzt,01772309,0.438,0.22,0.276,0.154,0.075,0
6936,Notes And Records Of The Royal Society Of London,00359149,0.356,0.457,0.163,0.2,0.405,0.225
6937,Notfall & Rettungsmedizin,14346222,0.319,0.536,0.542,0.4,0.573,0
6938,Notre Dame Journal of Formal Logic,00294527,0.333,0.431,0.386,0,0,0
6939,Nova Hedwigia,00295035,0.989,0.809,0.615,0.913,0.763,0.619
6940,Novon,10553177,0.279,0.295,0.195,0.224,0.252,0.203
6941,NPG Asia Materials,18844049,9.902,9.042,5.533,0,0,0
6942,Nuclear Data Sheets,00903752,3.353,2.667,3.821,1.417,1.145,3.404
6943,Nuclear Engineering And Design,00295493,0.972,0.805,0.765,0.883,0.785,0.874
6944,Nuclear Engineering International,00295507,0.054,0.136,0.058,0.042,0.052,0.036
6945,Nuclear Engineering and Technology,17385733,0.758,0.576,0.487,0.465,0.991,0
6946,Nuclear Fusion,00295515,3.243,2.734,4.09,3.303,4.27,2.730
6947,Nuclear Instruments & Methods In Physics Research Section A-Accelerators Sp,01689002,1.316,1.142,1.207,1.142,1.317,1.019
6948,Nuclear Instruments & Methods In Physics Research Section B-Beam Interactio,0168583X,1.186,1.266,1.211,1.042,1.156,0.999
6949,Nuclear Medicine And Biology,09698051,2.408,2.517,3.023,2.62,2.456,2.419
6950,Nuclear Medicine Communications,01433636,1.371,1.379,1.404,1.367,1.315,1.706
6951,Nuclear Physics A,03759474,2.499,1.525,1.54,1.986,1.706,1.959
6952,Nuclear Physics B,05503213,3.946,4.327,4.661,4.642,4.341,4.158
6953,Nuclear Plant Journal,08922055,0,0,0,0,0.016,0.036
6954,Nuclear Science And Engineering,00295639,0.748,0.734,0.792,0.581,0.654,0.802
6955,Nuclear Science and Techniques,10018042,0.459,0.088,0.199,0.204,0.31,0
6956,Nucl Technol Radiat,14513994,0,1,1.159,0.706,0,0
6957,Nuclear Technology,00295450,0.625,0.447,0.601,0.662,0.657,0.622
6958,Nucleic Acid Therapeutics,21593337,2.888,1.406,,0,0,0
6959,Nucleic Acids Research,03051048,8.808,8.278,8.026,7.836,7.479,6.878
6960,Nucleosides Nucleotides & Nucleic Acids,15257770,0.894,0.713,0.899,1.132,0.768,0.571
6961,Nucleus-Austin,19491034,3.148,0,0,0,0,0
6962,Nuklearmedizin-Nuclear Medicine,00295566,1.671,1.322,1.28,1.752,1.867,1.850
6963,Nukleonika,00295922,0.357,0.507,0.389,0.321,0.159,0.267
6964,Numerical Algorithms,10171398,1.005,1.128,1.042,0.784,0.716,0.610
6965,Numerical Functional Analysis And Optimization,01630563,0.542,0.5,0.711,0.687,0.625,0.586
6966,Numerical Heat Transfer Part A-Applications,10407782,1.847,1.803,2.492,1.183,1.117,1.119
6967,Numerical Heat Transfer Part B-Fundamentals,10407790,1.548,1.955,2.054,1.029,1.238,1.282
6968,Numerical Linear Algebra With Applications,10705325,1.424,1.202,1.168,1.163,1.054,0.822
6969,Numerical Mathematics-Theory Methods and Applications,10048979,0.767,0.772,0.692,0.714,0.696,0
6970,Numerische Mathematik,0029599X,1.551,1.329,1.321,1.388,1.614,1.691
6971,Numerical Methods For Partial Differential Equations,0749159X,1.057,1.212,1.404,1.427,1.196,0.962
6972,Nuncius-Journal of the History of Science,03947394,0.133,0.2,0.038,0.08,0.136,0.043
6973,Nuovo Cim B,20374895,0,0.225,0.243,0.286,0,0
6974,Nuovo Cimento Della Societa Italiana Di Fisica B-General Physics Relativity Astronomy And Mathematic,15949982,0,0,0,0,0.265,0.238
6975,Nuovo Cimento Della Societa Italiana Di Fisica C-Geophysics And Space Physics,11241896,0,0,0,0,0,0.277
6976,Nursing Clinics Of North America,00296465,0.587,0.425,0.523,0.659,0.634,0.430
6977,Nursing in Critical Care,13621017,0.868,0.95,1.082,0,0,0
6978,Nursing Economics,07461739,0,0,0.844,1.115,0.798,1.165
6979,Nurse Education Today,02606917,1.456,1.218,1.241,1.113,0.907,0.702
6980,Nurse Educator,03633624,0.667,0.562,0.821,0.684,0.487,0.660
6981,Nursing Ethics,09697330,1.093,1.21,0.815,1.085,1.075,0.962
6982,Nursing & Health Sciences,14410745,0.848,0.706,0.684,0.571,0.82,0
6983,Nursing Inquiry,13207881,1.046,1.029,0.643,0.897,0.691,1.246
6984,Nursing Outlook,00296554,1.831,2.359,1.522,1.653,1.541,0.910
6985,Nursing Philosophy,14667681,0.638,0.875,0.837,1.271,0,0
6986,Nursing Research,00296562,1.5,1.556,1.402,1.785,1.798,1.538
6987,Nursing Science Quarterly,08943184,0.483,0,0,0,1.215,1.265
6988,Nutrition And Cancer-An International Journal,01635581,2.47,2.695,2.783,2.553,1.974,2.627
6989,Nutrition Clinique et Metabolisme,09850562,0.621,0.333,0.333,0.293,0.379,0
6990,Nutrition In Clinical Practice,08845336,2.058,1.578,1.594,2.078,1.962,0
6991,Nutrient Cycling In Agroecosystems,13851314,1.733,1.416,1.792,1.957,1.35,1.282
6992,Nutrition & Diabetes,20444052,1.517,0.818,0,0,0,0
6993,Nutrition & Dietetics,14466368,0.659,0.671,0.875,0.787,0.724,0
6994,Nutricion Hospitalaria,02121611,1.25,1.305,1.12,0.926,1.065,1.096
6995,Nutrition Journal,14752891,2.635,2.648,2.477,2.56,0,0
6996,Nutrition Metabolism And Cardiovascular Diseases,09394753,3.875,3.978,3.731,3.438,3.517,3.565
6997,Nutrition & Metabolism,17437075,3.355,3.156,2.885,2.349,2.619,3.000
6998,Nutritional Neuroscience,1028415X,2.114,1.647,1.563,1.301,1.143,1.092
6999,Nutrition Research and Practice,19761457,1.129,0.973,1.083,0,0,0
7000,Nutrition Research Reviews,09544224,3.861,5.5,4.842,3.774,1.593,1.656
7001,Nutrition Research,02715317,2.585,2.142,1.974,2.092,1.197,0.866
7002,Nutrition Reviews,00296643,5.541,4.597,4.472,4.077,3.443,3.503
7003,Nutrients,20726643,3.148,2.072,0.676,0,0,0
7004,Nutrition,08999007,3.046,2.859,3.025,2.726,2.604,2.280
7005,New Zealand Entomologist,00779962,0.688,0.793,0,0,0,0
7006,Obesity and Metabolism-Milan,18253865,0.4,0.143,0.152,0.372,0.311,0
7007,Obesity Research & Clinical Practice,1871403X,0.697,0.506,0,0.621,0.375,0
7008,Obesity Reviews,14677881,7.859,6.87,7.038,5.862,5.086,5.569
7009,Obesity Surgery,09608923,3.739,3.102,3.286,3.078,2.934,2.913
7010,Obesity Facts,16624025,1.705,1.583,1.856,1.144,2.114,0
7011,Obesity,19307381,4.389,3.922,4.284,3.531,3.366,2.762
7012,Observatory,00297704,0.405,0.417,0.481,0.406,0.314,0.679
7013,Obstetrics And Gynecology Clinics Of North America,08898545,1.4,1.453,1.703,1.641,1.698,1.549
7014,Obstetrical & Gynecological Survey,00297828,2.361,2.514,2.514,1.696,3.097,3.280
7015,Obstetrics And Gynecology,00297844,4.368,4.798,4.73,4.392,4.357,4.397
7016,Occupational And Environmental Medicine,13510711,3.234,3.215,3.02,3.494,3.643,3.302
7017,Occupational Medicine-Oxford,09627480,1.472,1.451,1.136,1.431,1.124,1.324
7018,Occupational Therapy International,09667903,0.667,0.575,0.526,0,0,0
7019,Ocean & Coastal Management,09645691,1.769,1.597,1.333,1.524,0.815,1.036
7020,Ocean Dynamics,16167341,1.683,1.761,1.774,1.677,1.612,2.468
